Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSatisfaction,CareerSatisfaction,HopeFiveYears,JobSearchStatus,LastNewJob,AssessJob1,AssessJob2,AssessJob3,AssessJob4,AssessJob5,AssessJob6,AssessJob7,AssessJob8,AssessJob9,AssessJob10,AssessBenefits1,AssessBenefits2,AssessBenefits3,AssessBenefits4,AssessBenefits5,AssessBenefits6,AssessBenefits7,AssessBenefits8,AssessBenefits9,AssessBenefits10,AssessBenefits11,JobContactPriorities1,JobContactPriorities2,JobContactPriorities3,JobContactPriorities4,JobContactPriorities5,JobEmailPriorities1,JobEmailPriorities2,JobEmailPriorities3,JobEmailPriorities4,JobEmailPriorities5,JobEmailPriorities6,JobEmailPriorities7,UpdateCV,Currency,Salary,SalaryType,ConvertedSalary,CurrencySymbol,CommunicationTools,TimeFullyProductive,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,HackathonReasons,AgreeDisagree1,AgreeDisagree2,AgreeDisagree3,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,FrameworkWorkedWith,FrameworkDesireNextYear,IDE,OperatingSystem,NumberMonitors,Methodology,VersionControl,CheckInCode,AdBlocker,AdBlockerDisable,AdBlockerReasons,AdsAgreeDisagree1,AdsAgreeDisagree2,AdsAgreeDisagree3,AdsActions,AdsPriorities1,AdsPriorities2,AdsPriorities3,AdsPriorities4,AdsPriorities5,AdsPriorities6,AdsPriorities7,AIDangerous,AIInteresting,AIResponsible,AIFuture,EthicsChoice,EthicsReport,EthicsResponsible,EthicalImplications,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember,HypotheticalTools1,HypotheticalTools2,HypotheticalTools3,HypotheticalTools4,HypotheticalTools5,WakeTime,HoursComputer,HoursOutside,SkipMeals,ErgonomicDevices,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Age,Dependents,MilitaryUS,SurveyTooLong,SurveyEasy
83781,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Data or business analyst;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,12-14 years,9-11 years,Slightly dissatisfied,Slightly dissatisfied,Working in a different or more specialized technical role than the one I'm in now,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,9,1,4,2,3,6,8,5,7,10,1,10,2,6,7,11,8,5,3,4,9,1,2,5,4,3,4,2,5,1,7,3,6,I received bad news about the future of my company or department,NA,15000,Monthly,48000,SAR,Google Hangouts/Chat;Jira,One to three months,"Taught yourself a new language, framework, or tool without taking a formal course","A book or e-book from O’Reilly, Apress, or a similar publisher",NA,NA,Strongly agree,Neither Agree nor Disagree,Strongly disagree,Java,Java;JavaScript;Python,Oracle,MongoDB,Linux;Windows Desktop or Server,NA,Spring,Angular;Hadoop;Node.js;React;Spark;Spring,Eclipse;NetBeans;Sublime Text,Windows,1,Agile,Subversion,A few times per week,No,NA,NA,Somewhat disagree,Strongly agree,Somewhat disagree,Stopped going to a website because of their advertising,3,6,4,5,2,7,1,"Artificial intelligence surpassing human intelligence (""the singularity"")",Algorithms making important decisions,The developers or the people creating the AI,"I don't care about it, or I haven't thought about it.",No,No,Upper management at the company/organization,Yes,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",10 (Very Likely),No,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Before 5:00 AM,5 - 8 hours,1 - 2 hours,Never,Standing desk,I don't typically exercise,Male,NA,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,35 - 44 years old,Yes,NA,The survey was too long,Somewhat easy
84185,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;QA or test developer,6-8 years,3-5 years,Moderately satisfied,Moderately satisfied,Working in a different or more specialized technical role than the one I'm in now,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8,6,9,2,4,3,5,1,10,7,1,9,10,3,2,8,5,11,6,4,7,2,1,4,3,5,3,7,4,1,6,5,2,I received bad news about the future of my company or department,NA,5000,Monthly,15996,SAR,Google Hangouts/Chat;HipChat;Jira,One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Taken a part-time in-person course in programming or software development;Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course","A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);Internal Wikis, chat rooms, or documentation set up by my company for employees;Pre-scheduled tutoring or mentoring sessions with a friend or colleague",NA,NA,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,C;C++;Java;JavaScript;Matlab;Objective-C;PHP;Python;SQL;Visual Basic 6;HTML;CSS,Assembly;C#;CoffeeScript;Clojure;Erlang;F#;Go;Groovy;Hack;Haskell;Julia;Lua;Perl;R;Ruby;Rust;Scala;Swift;TypeScript;VBA;VB.NET;Kotlin;Ocaml;Delphi/Object Pascal;Cobol;Bash/Shell,Cassandra;MongoDB;Redis;MySQL;PostgreSQL;Oracle;Amazon DynamoDB;Google BigQuery;Google Cloud Storage,"SQL Server;SQLite;MariaDB;IBM Db2;Apache HBase;Apache Hive;Memcached;Amazon Redshift;Amazon RDS/Aurora;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;AWS;Google Cloud Platform/App Engine;Google Home;IBM Cloud or Watson;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server;Windows Phone;WordPress,Amazon Echo;Apple Watch or Apple TV;Arduino;Azure;Drupal;ESP8266;Gaming console;Heroku;iOS;Mainframe;Predix;Salesforce;Serverless;SharePoint;Firebase,Django;Spring,Angular;.NET Core;Hadoop;Node.js;React;Spark;Cordova;Xamarin;TensorFlow;Torch/PyTorch,Android Studio;Atom;Eclipse;Komodo;NetBeans;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio,Linux-based,More than 4,Agile;Evidence-based software engineering;Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies),Git;Copying and pasting files to network shares;Zip file back-ups,Multiple times per day,Yes,I'm not sure/I can't remember,NA,Strongly agree,Strongly agree,Neither agree nor disagree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad),7,3,1,6,2,4,5,"Artificial intelligence surpassing human intelligence (""the singularity"")","Evolving definitions of ""fairness"" in algorithmic versus human decisions",A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,Upper management at the company/organization,Yes,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,Yes,"No, I know what it is but I don't have one",6,Yes,Somewhat interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Before 5:00 AM,5 - 8 hours,30 - 59 minutes,Never,Ergonomic keyboard or mouse;Wrist/hand supports or braces,1 - 2 times per week,NA,NA,NA,NA,NA,NA,NA,NA,NA
85452,No,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer;Front-end developer;Full-stack developer;Mobile developer,9-11 years,6-8 years,Moderately satisfied,Moderately satisfied,Working in a different or more specialized technical role than the one I'm in now,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,9,4,10,3,1,2,8,5,6,7,1,9,2,10,5,8,4,7,11,3,6,5,1,4,2,3,2,3,4,1,5,6,7,I saw an employer’s advertisement,NA,10500,Monthly,33600,SAR,NA,Less than a month,"Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system",NA,NA,Agree,Agree,Disagree,JavaScript;PHP;SQL;HTML;CSS,Python;TypeScript,MySQL,NA,Android;iOS;Firebase,NA,Node.js;Cordova,React,Android Studio;Sublime Text,MacOS,2,Agile,Git;Copying and pasting files to network shares,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content;The ad-blocking software was causing display issues on a website,Somewhat agree,Somewhat agree,Neither agree nor disagree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad),1,7,4,2,3,6,5,"Artificial intelligence surpassing human intelligence (""the singularity"")",Algorithms making important decisions,A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, but only within the company",The person who came up with the idea,Yes,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",10 (Very Likely),Yes,Very interested,A little bit interested,Not at all interested,Somewhat interested,A little bit interested,Between 8:01 - 9:00 AM,Over 12 hours,3 - 4 hours,Never,NA,3 - 4 times per week,Female,Straight or heterosexual,"Professional degree (JD, MD, etc.)",South Asian,25 - 34 years old,No,NA,The survey was an appropriate length,Very easy
88989,Yes,Yes,Saudi Arabia,No,Employed full-time,Associate degree,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Data scientist or machine learning specialist;Database administrator;DevOps specialist;Engineering manager;Front-end developer;Full-stack developer;Game or graphics developer;Mobile developer,9-11 years,6-8 years,Slightly dissatisfied,Slightly satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,10,7,5,9,4,2,3,1,8,6,8,4,2,11,5,10,6,1,9,7,3,5,1,3,2,4,2,7,1,4,5,6,3,My job status or other personal status changed,NA,23000,Monthly,73596,SAR,"Office / productivity suite (Microsoft Office, Google Suite, etc.);Slack;Trello;Other wiki tool (Github, Google Sites, proprietary software, etc.)",Less than a month,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course;Participated in a hackathon;Contributed to open source software","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system",NA,To build my professional network,Strongly agree,Strongly agree,Strongly disagree,C;C++;C#;Erlang;Go;JavaScript;Python;Ruby;SQL;HTML;CSS;Bash/Shell,C;C++;C#;CoffeeScript;Go;JavaScript;Python;Ruby;Rust;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Neo4j;Elasticsearch,Cassandra;MongoDB;Redis;PostgreSQL;Neo4j;Elasticsearch,AWS;Google Cloud Platform/App Engine;Heroku;iOS;Mac OS;Serverless;Firebase,AWS;Google Cloud Platform/App Engine;Heroku;iOS;Mac OS;Serverless;Firebase,Angular;.NET Core;Node.js;React,React,Atom;IntelliJ;IPython / Jupyter;PyCharm;RubyMine;Sublime Text;Vim;Visual Studio Code,MacOS,2,Agile;Extreme programming (XP);Kanban;Lean;Pair programming;Scrum,Git,Multiple times per day,Yes,Yes,The ad-blocking software was causing display issues on a website,Strongly disagree,Strongly agree,Strongly agree,NA,NA,NA,NA,NA,NA,NA,NA,"Evolving definitions of ""fairness"" in algorithmic versus human decisions","Artificial intelligence surpassing human intelligence (""the singularity"")",The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, and publicly",The developer who wrote it,Yes,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,Yes,Yes,7,Yes,Very interested,A little bit interested,A little bit interested,Extremely interested,Extremely interested,Between 6:01 - 7:00 AM,Over 12 hours,30 - 59 minutes,Never,Standing desk;Ergonomic keyboard or mouse;Wrist/hand supports or braces,I don't typically exercise,Male,Straight or heterosexual;Bisexual or Queer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,25 - 34 years old,No,NA,The survey was an appropriate length,Very easy
90214,No,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Engineering manager;Front-end developer;Full-stack developer,12-14 years,9-11 years,Moderately satisfied,Slightly satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91830,No,No,Saudi Arabia,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Desktop or enterprise applications developer;Full-stack developer,12-14 years,6-8 years,Slightly dissatisfied,Extremely satisfied,Working as an engineering manager or other functional manager,I am actively looking for a job,More than 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HipChat;Jira,One to three months,"Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)",NA,NA,NA,Strongly agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Java;JavaScript;SQL;HTML;CSS;Bash/Shell,Java;JavaScript;Python;Scala;SQL;HTML;CSS;Bash/Shell,MongoDB;MySQL,"MongoDB;MySQL;PostgreSQL;SQLite;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91932,Yes,No,Saudi Arabia,No,Employed full-time,Associate degree,NA,10 to 19 employees,Designer;Front-end developer;Full-stack developer,6-8 years,0-2 years,Moderately satisfied,Extremely satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8,6,3,5,2,7,10,4,9,1,1,2,9,6,8,5,11,4,10,7,3,1,3,4,5,2,6,2,5,3,1,7,4,My job status or other personal status changed,NA,12000,Monthly,38400,SAR,"Confluence;Other chat system (IRC, proprietary software, etc.)",Less than a month,"Taught yourself a new language, framework, or tool without taking a formal course;Contributed to open source software","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow",NA,NA,Agree,Strongly agree,Strongly disagree,JavaScript;Python;Ruby;HTML;CSS;Bash/Shell,Clojure;Go;Java;JavaScript;Python;HTML;CSS;Bash/Shell,Cassandra;Redis;PostgreSQL;Elasticsearch,Cassandra;Redis;PostgreSQL;Neo4j;Elasticsearch,Android;AWS;Linux,Linux,Django;Node.js;React,Django;Node.js,Emacs;Vim,MacOS,1,Pair programming,Git,Multiple times per day,Yes,Yes,The ad-blocking software was causing display issues on a website;I wanted to support the website I was visiting by viewing their ads,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Saw an online advertisement and then researched it (without clicking on the ad),5,2,3,1,6,7,4,Increasing automation of jobs,Increasing automation of jobs,Nobody,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,The person who came up with the idea,Yes,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",NA,I'm not sure,A little bit interested,Somewhat interested,A little bit interested,Somewhat interested,Somewhat interested,Between 7:01 - 8:00 AM,5 - 8 hours,30 - 59 minutes,Never,NA,I don't typically exercise,Male,Straight or heterosexual,Primary/elementary school,Middle Eastern,25 - 34 years old,No,NA,The survey was an appropriate length,Somewhat easy
95808,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Data or business analyst;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer;Product manager;QA or test developer,3-5 years,0-2 years,Extremely satisfied,Extremely satisfied,Working as a product manager or project manager,I am not interested in new job opportunities,Less than a year ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97663,No,No,Saudi Arabia,"Yes, part-time",Employed full-time,Some college/university study without earning a degree,"Another engineering discipline (ex. civil, electrical, mechanical)",10 to 19 employees,Back-end developer;Database administrator;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer,12-14 years,12-14 years,Slightly dissatisfied,Moderately satisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,9,4,1,6,8,5,3,2,7,10,1,6,4,3,11,5,10,7,9,8,2,1,2,5,3,4,4,3,5,1,2,6,7,I received bad news about the future of my company or department,NA,NA,Monthly,NA,SAR,Google Hangouts/Chat;Trello,Less than a month,Taken an online course in programming or software development (e.g. a MOOC),NA,NA,NA,Agree,Agree,Disagree,C#;JavaScript;SQL;HTML;CSS,C#;JavaScript;SQL;TypeScript;HTML;CSS,SQL Server;MySQL,SQL Server;MySQL,NA,NA,.NET Core;Xamarin,Angular;.NET Core;Node.js;Xamarin,Visual Studio;Visual Studio Code,Windows,2,Agile;Lean,Zip file back-ups,Once a day,Yes,No,NA,Strongly agree,Somewhat agree,Neither agree nor disagree,Stopped going to a website because of their advertising,3,5,1,4,6,2,7,Increasing automation of jobs,Algorithms making important decisions,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,Depends on what it is,The person who came up with the idea,Unsure / I don't know,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",NA,Yes,Somewhat interested,Not at all interested,Somewhat interested,Extremely interested,Extremely interested,Between 5:00 - 6:00 AM,Over 12 hours,30 - 59 minutes,1 - 2 times per week,NA,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,35 - 44 years old,Yes,NA,The survey was too long,Neither easy nor difficult
97912,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Data or business analyst;Designer;Front-end developer;Full-stack developer,12-14 years,6-8 years,Extremely dissatisfied,Extremely dissatisfied,Working as a product manager or project manager,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,9,3,4,7,8,2,10,1,6,5,1,7,2,11,3,10,8,5,6,4,9,1,2,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,U.S. dollars ($),5000,Monthly,60000,USD,Facebook;Google Hangouts/Chat,One to three months,"Participated in a full-time developer training program or bootcamp;Completed an industry certification program (e.g. MCPD);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system",I already had a full-time job as a developer when I began the program,NA,Strongly agree,Strongly agree,Strongly agree,C#;JavaScript;SQL;VB.NET;HTML;CSS,C++;C#;JavaScript;PHP;SQL;VB.NET;HTML;CSS,SQL Server;MySQL;Oracle,SQL Server;MySQL,Arduino;ESP8266;Google Home;Raspberry Pi;Windows Desktop or Server;Windows Phone,Arduino;ESP8266;Google Home;Raspberry Pi;SharePoint;Windows Desktop or Server;Windows Phone,Angular;.NET Core;Xamarin,Angular;.NET Core;Xamarin,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Windows,2,Agile;Scrum,Git,A few times per week,I'm not sure/I don't know,NA,NA,Strongly agree,Strongly agree,Somewhat agree,Clicked on an online advertisement,2,7,1,4,6,5,3,Increasing automation of jobs,"Artificial intelligence surpassing human intelligence (""the singularity"")",A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,No,Depends on what it is,Upper management at the company/organization,Unsure / I don't know,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",NA,Yes,Somewhat interested,Somewhat interested,NA,NA,NA,Between 5:00 - 6:00 AM,5 - 8 hours,1 - 2 hours,Never,Standing desk,3 - 4 times per week,Male,NA,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,35 - 44 years old,Yes,NA,The survey was too long,Somewhat easy
